Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Math,73,math73_60_2_0.patch,9,15,1
Math,73,math73_60_2_0.patch,10,14,1
Math,73,math73_60_3_0.patch,1,15,1
Math,73,math73_60_3_0.patch,2,15,1
Math,73,math73_60_3_0.patch,3,14,1
Math,73,math73_60_3_0.patch,4,14,1
Math,73,math73_60_3_0.patch,5,15,1
Math,73,math73_60_3_0.patch,6,13,1
Math,73,math73_60_3_0.patch,7,13,1
Math,73,math73_60_3_0.patch,8,16,1
Math,73,math73_60_3_0.patch,9,15,1
Math,73,math73_60_3_0.patch,10,14,1
Math,73,math73_60_4_0.patch,1,15,1
Math,73,math73_60_4_0.patch,2,15,0
Math,73,math73_60_4_0.patch,3,14,1
Math,73,math73_60_4_0.patch,4,14,1
Math,73,math73_60_4_0.patch,5,15,1
Math,73,math73_60_4_0.patch,6,13,1
Math,73,math73_60_4_0.patch,7,13,1
Math,73,math73_60_4_0.patch,8,16,1
Math,73,math73_60_4_0.patch,9,15,1
Math,73,math73_60_4_0.patch,10,14,1
Math,73,math73_60_5_0.patch,1,15,1
Math,73,math73_60_5_0.patch,2,15,1
Math,73,math73_60_5_0.patch,3,14,1
Math,73,math73_60_5_0.patch,4,14,1
Math,73,math73_60_5_0.patch,5,15,1
Math,73,math73_60_5_0.patch,6,13,1
Math,73,math73_60_5_0.patch,7,13,1
Math,73,math73_60_5_0.patch,8,16,1
Math,73,math73_60_5_0.patch,9,15,1
Math,73,math73_60_5_0.patch,10,14,1
Math,73,math73_80_1_0.patch,1,15,1
Math,73,math73_80_1_0.patch,2,15,1
Math,73,math73_80_1_0.patch,3,14,1
Math,73,math73_80_1_0.patch,4,14,1
Math,73,math73_80_1_0.patch,5,15,1
Math,73,math73_80_1_0.patch,6,13,1
Math,73,math73_80_1_0.patch,7,13,1
Math,73,math73_80_1_0.patch,8,16,1
Math,73,math73_80_1_0.patch,9,15,1
Math,73,math73_80_1_0.patch,10,14,1
Math,73,math73_80_2_0.patch,1,15,1
Math,73,math73_80_2_0.patch,2,15,1
Math,73,math73_80_2_0.patch,3,14,1
Math,73,math73_80_2_0.patch,4,14,1
Math,73,math73_80_2_0.patch,5,15,1
Math,73,math73_80_2_0.patch,6,13,1
Math,73,math73_80_2_0.patch,7,13,1
Math,73,math73_80_2_0.patch,8,16,1
Math,73,math73_80_2_0.patch,9,15,1
Math,73,math73_80_2_0.patch,10,14,1
Math,73,math73_80_3_0.patch,1,15,1
Math,73,math73_80_3_0.patch,2,15,1
Math,73,math73_80_3_0.patch,3,14,1
Math,73,math73_80_3_0.patch,4,14,1
Math,73,math73_80_3_0.patch,5,15,1
Math,73,math73_80_3_0.patch,6,13,1
Math,73,math73_80_3_0.patch,7,13,1
Math,73,math73_80_3_0.patch,8,16,1
Math,73,math73_80_3_0.patch,9,15,1
Math,73,math73_80_3_0.patch,10,14,1
Math,73,math73_80_4_0.patch,1,15,1
Math,73,math73_80_4_0.patch,2,15,0
Math,73,math73_80_4_0.patch,3,14,1
Math,73,math73_80_4_0.patch,4,14,1
Math,73,math73_80_4_0.patch,5,15,1
Math,73,math73_80_4_0.patch,6,13,1
Math,73,math73_80_4_0.patch,7,13,1
Math,73,math73_80_4_0.patch,8,16,1
Math,73,math73_80_4_0.patch,9,15,1
Math,73,math73_80_4_0.patch,10,14,1
Math,73,math73_80_5_0.patch,1,15,1
Math,73,math73_80_5_0.patch,2,15,0
Math,73,math73_80_5_0.patch,3,14,1
Math,73,math73_80_5_0.patch,4,14,1
Math,73,math73_80_5_0.patch,5,15,1
Math,73,math73_80_5_0.patch,6,13,1
Math,73,math73_80_5_0.patch,7,13,1
Math,73,math73_80_5_0.patch,8,16,1
Math,73,math73_80_5_0.patch,9,15,1
Math,73,math73_80_5_0.patch,10,14,1
Math,75,math75_100_1_0.patch,1,30,0
Math,75,math75_100_1_0.patch,2,29,0
Math,75,math75_100_1_0.patch,3,29,0
Math,75,math75_100_1_0.patch,4,32,0
Math,75,math75_100_1_0.patch,5,31,0
Math,75,math75_100_1_0.patch,6,32,0
Math,75,math75_100_1_0.patch,7,29,0
Math,75,math75_100_1_0.patch,8,31,0
Math,75,math75_100_1_0.patch,9,29,0
Math,75,math75_100_1_0.patch,10,30,0
Math,75,math75_100_2_0.patch,1,30,0
Math,75,math75_100_2_0.patch,2,29,0
Math,75,math75_100_2_0.patch,3,29,0
Math,75,math75_100_2_0.patch,4,32,0
Math,75,math75_100_2_0.patch,5,31,0
Math,75,math75_100_2_0.patch,6,32,0
Math,75,math75_100_2_0.patch,7,29,0
Math,75,math75_100_2_0.patch,8,31,0
Math,75,math75_100_2_0.patch,9,29,0
Math,75,math75_100_2_0.patch,10,30,0
Math,75,math75_100_3_0.patch,1,30,0
Math,75,math75_100_3_0.patch,2,29,0
Math,75,math75_100_3_0.patch,3,29,0
Math,75,math75_100_3_0.patch,4,32,0
Math,75,math75_100_3_0.patch,5,31,0
Math,75,math75_100_3_0.patch,6,32,0
Math,75,math75_100_3_0.patch,7,29,0
Math,75,math75_100_3_0.patch,8,31,0
Math,75,math75_100_3_0.patch,9,29,0
Math,75,math75_100_3_0.patch,10,30,0
Math,75,math75_100_5_0.patch,1,30,0
Math,75,math75_100_5_0.patch,2,29,0
Math,75,math75_100_5_0.patch,3,29,0
Math,75,math75_100_5_0.patch,4,32,0
Math,75,math75_100_5_0.patch,5,31,0
Math,75,math75_100_5_0.patch,6,32,0
Math,75,math75_100_5_0.patch,7,29,0
Math,75,math75_100_5_0.patch,8,31,0
Math,75,math75_100_5_0.patch,9,29,0
Math,75,math75_100_5_0.patch,10,30,0
Math,75,math75_20_1_0.patch,1,30,0
Math,75,math75_20_1_0.patch,2,29,0
Math,75,math75_20_1_0.patch,3,29,0
Math,75,math75_20_1_0.patch,4,32,0
Math,75,math75_20_1_0.patch,5,31,0
Math,75,math75_20_1_0.patch,6,32,0
Math,75,math75_20_1_0.patch,7,29,0
Math,75,math75_20_1_0.patch,8,31,0
Math,75,math75_20_1_0.patch,9,29,0
Math,75,math75_20_1_0.patch,10,30,0
Math,75,math75_20_2_0.patch,1,30,0
Math,75,math75_20_2_0.patch,2,29,0
Math,75,math75_20_2_0.patch,3,29,0
Math,75,math75_20_2_0.patch,4,32,0
Math,75,math75_20_2_0.patch,5,31,0
Math,75,math75_20_2_0.patch,6,32,0
Math,75,math75_20_2_0.patch,7,29,0
Math,75,math75_20_2_0.patch,8,31,0
Math,75,math75_20_2_0.patch,9,29,0
Math,75,math75_20_2_0.patch,10,30,0
Math,75,math75_20_3_0.patch,1,30,0
Math,75,math75_20_3_0.patch,2,29,0
Math,75,math75_20_3_0.patch,3,29,0
Math,75,math75_20_3_0.patch,4,32,0
Math,75,math75_20_3_0.patch,5,31,0
Math,75,math75_20_3_0.patch,6,32,0
Math,75,math75_20_3_0.patch,7,29,0
Math,75,math75_20_3_0.patch,8,31,0
Math,75,math75_20_3_0.patch,9,29,0
Math,75,math75_20_3_0.patch,10,30,0
Math,75,math75_20_4_0.patch,1,30,0
Math,75,math75_20_4_0.patch,2,29,0
Math,75,math75_20_4_0.patch,3,29,0
Math,75,math75_20_4_0.patch,4,32,0
Math,75,math75_20_4_0.patch,5,31,0
Math,75,math75_20_4_0.patch,6,32,0
Math,75,math75_20_4_0.patch,7,29,0
Math,75,math75_20_4_0.patch,8,31,0
Math,75,math75_20_4_0.patch,9,29,0
Math,75,math75_20_4_0.patch,10,30,0
Math,75,math75_20_5_0.patch,1,30,0
Math,75,math75_20_5_0.patch,2,29,0
Math,75,math75_20_5_0.patch,3,29,0
Math,75,math75_20_5_0.patch,4,32,0
Math,75,math75_20_5_0.patch,5,31,0
Math,75,math75_20_5_0.patch,6,32,0
Math,75,math75_20_5_0.patch,7,29,0
Math,75,math75_20_5_0.patch,8,31,0
Math,75,math75_20_5_0.patch,9,29,0
Math,75,math75_20_5_0.patch,10,30,0
Math,75,math75_40_1_0.patch,1,30,0
Math,75,math75_40_1_0.patch,2,29,0
Math,75,math75_40_1_0.patch,3,29,0
Math,75,math75_40_1_0.patch,4,32,0
Math,75,math75_40_1_0.patch,5,31,0
Math,75,math75_40_1_0.patch,6,32,0
Math,75,math75_40_1_0.patch,7,29,0
Math,75,math75_40_1_0.patch,8,31,0
Math,75,math75_40_1_0.patch,9,29,0
Math,75,math75_40_1_0.patch,10,30,0
Math,75,math75_40_2_0.patch,1,30,0
Math,75,math75_40_2_0.patch,2,29,0
Math,75,math75_40_2_0.patch,3,29,0
Math,75,math75_40_2_0.patch,4,32,0
Math,75,math75_40_2_0.patch,5,31,0
Math,75,math75_40_2_0.patch,6,32,0
Math,75,math75_40_2_0.patch,7,29,0
Math,75,math75_40_2_0.patch,8,31,0
Math,75,math75_40_2_0.patch,9,29,0
Math,75,math75_40_2_0.patch,10,30,0
Math,75,math75_40_3_0.patch,1,30,0
Math,75,math75_40_3_0.patch,2,29,0
Math,75,math75_40_3_0.patch,3,29,0
Math,75,math75_40_3_0.patch,4,32,0
Math,75,math75_40_3_0.patch,5,31,0
Math,75,math75_40_3_0.patch,6,32,0
Math,75,math75_40_3_0.patch,7,29,0
Math,75,math75_40_3_0.patch,8,31,0
Math,75,math75_40_3_0.patch,9,29,0
Math,75,math75_40_3_0.patch,10,30,0
Math,75,math75_40_4_0.patch,1,30,0
Math,75,math75_40_4_0.patch,2,29,0
Math,75,math75_40_4_0.patch,3,29,0
Math,75,math75_40_4_0.patch,4,32,0
Math,75,math75_40_4_0.patch,5,31,0
Math,75,math75_40_4_0.patch,6,32,0
Math,75,math75_40_4_0.patch,7,29,0
Math,75,math75_40_4_0.patch,8,31,0
Math,75,math75_40_4_0.patch,9,29,0
Math,75,math75_40_4_0.patch,10,30,0
Math,75,math75_40_5_0.patch,1,30,0
Math,75,math75_40_5_0.patch,2,29,0
Math,75,math75_40_5_0.patch,3,29,0
Math,75,math75_40_5_0.patch,4,32,0
Math,75,math75_40_5_0.patch,5,31,0
Math,75,math75_40_5_0.patch,6,32,0
Math,75,math75_40_5_0.patch,7,29,0
Math,75,math75_40_5_0.patch,8,31,0
Math,75,math75_40_5_0.patch,9,29,0
Math,75,math75_40_5_0.patch,10,30,0
Math,75,math75_60_1_0.patch,1,30,0
Math,75,math75_60_1_0.patch,2,29,0
Math,75,math75_60_1_0.patch,3,29,0
Math,75,math75_60_1_0.patch,4,32,0
Math,75,math75_60_1_0.patch,5,31,0
Math,75,math75_60_1_0.patch,6,32,0
Math,75,math75_60_1_0.patch,7,29,0
Math,75,math75_60_1_0.patch,8,31,0
Math,75,math75_60_1_0.patch,9,29,0
Math,75,math75_60_1_0.patch,10,30,0
Math,75,math75_60_2_0.patch,1,30,0
Math,75,math75_60_2_0.patch,2,29,0
Math,75,math75_60_2_0.patch,3,29,0
Math,75,math75_60_2_0.patch,4,32,0
Math,75,math75_60_2_0.patch,5,31,0
Math,75,math75_60_2_0.patch,6,32,0
Math,75,math75_60_2_0.patch,7,29,0
Math,75,math75_60_2_0.patch,8,31,0
Math,75,math75_60_2_0.patch,9,29,0
Math,75,math75_60_2_0.patch,10,30,0
Math,75,math75_60_3_0.patch,1,30,0
Math,75,math75_60_3_0.patch,2,29,0
Math,75,math75_60_3_0.patch,3,29,0
Math,75,math75_60_3_0.patch,4,32,0
Math,75,math75_60_3_0.patch,5,31,0
Math,75,math75_60_3_0.patch,6,32,0
Math,75,math75_60_3_0.patch,7,29,0
Math,75,math75_60_3_0.patch,8,31,0
Math,75,math75_60_3_0.patch,9,29,0
Math,75,math75_60_3_0.patch,10,30,0
Math,75,math75_60_4_0.patch,1,30,0
Math,75,math75_60_4_0.patch,2,29,0
Math,75,math75_60_4_0.patch,3,29,0
Math,75,math75_60_4_0.patch,4,32,0
Math,75,math75_60_4_0.patch,5,31,0
Math,75,math75_60_4_0.patch,6,32,0
Math,75,math75_60_4_0.patch,7,29,0
Math,75,math75_60_4_0.patch,8,31,0
Math,75,math75_60_4_0.patch,9,29,0
Math,75,math75_60_4_0.patch,10,30,0
Math,75,math75_60_5_0.patch,1,30,0
Math,75,math75_60_5_0.patch,2,29,0
Math,75,math75_60_5_0.patch,3,29,0
Math,75,math75_60_5_0.patch,4,32,0
Math,75,math75_60_5_0.patch,5,31,0
Math,75,math75_60_5_0.patch,6,32,0
Math,75,math75_60_5_0.patch,7,29,0
Math,75,math75_60_5_0.patch,8,31,0
Math,75,math75_60_5_0.patch,9,29,0
Math,75,math75_60_5_0.patch,10,30,0
Math,75,math75_80_1_0.patch,1,30,0
Math,75,math75_80_1_0.patch,2,29,0
Math,75,math75_80_1_0.patch,3,29,0
Math,75,math75_80_1_0.patch,4,32,0
Math,75,math75_80_1_0.patch,5,31,0
Math,75,math75_80_1_0.patch,6,32,0
Math,75,math75_80_1_0.patch,7,29,0
Math,75,math75_80_1_0.patch,8,31,0
Math,75,math75_80_1_0.patch,9,29,0
Math,75,math75_80_1_0.patch,10,30,0
Math,75,math75_80_2_0.patch,1,30,0
Math,75,math75_80_2_0.patch,2,29,0
Math,75,math75_80_2_0.patch,3,29,0
Math,75,math75_80_2_0.patch,4,32,0
Math,75,math75_80_2_0.patch,5,31,0
Math,75,math75_80_2_0.patch,6,32,0
Math,75,math75_80_2_0.patch,7,29,0
Math,75,math75_80_2_0.patch,8,31,0
Math,75,math75_80_2_0.patch,9,29,0
Math,75,math75_80_2_0.patch,10,30,0
Math,75,math75_80_3_0.patch,1,30,0
Math,75,math75_80_3_0.patch,2,29,0
Math,75,math75_80_3_0.patch,3,29,0
Math,75,math75_80_3_0.patch,4,32,0
Math,75,math75_80_3_0.patch,5,31,0
Math,75,math75_80_3_0.patch,6,32,0
Math,75,math75_80_3_0.patch,7,29,0
Math,75,math75_80_3_0.patch,8,31,0
Math,75,math75_80_3_0.patch,9,29,0
Math,75,math75_80_3_0.patch,10,30,0
Math,75,math75_80_4_0.patch,1,30,0
Math,75,math75_80_4_0.patch,2,29,0
Math,75,math75_80_4_0.patch,3,29,0
Math,75,math75_80_4_0.patch,4,32,0
Math,75,math75_80_4_0.patch,5,31,0
Math,75,math75_80_4_0.patch,6,32,0
Math,75,math75_80_4_0.patch,7,29,0
Math,75,math75_80_4_0.patch,8,31,0
Math,75,math75_80_4_0.patch,9,29,0
Math,75,math75_80_4_0.patch,10,30,0
Math,75,math75_80_5_0.patch,1,30,0
Math,75,math75_80_5_0.patch,2,29,0
Math,75,math75_80_5_0.patch,3,29,0
Math,75,math75_80_5_0.patch,4,32,0
Math,75,math75_80_5_0.patch,5,31,0
Math,75,math75_80_5_0.patch,6,32,0
Math,75,math75_80_5_0.patch,7,29,0
Math,75,math75_80_5_0.patch,8,31,0
Math,75,math75_80_5_0.patch,9,29,0
Math,75,math75_80_5_0.patch,10,30,0
Math,79,math79_100_1_0.patch,1,119,0
Math,79,math79_100_1_0.patch,2,121,0
Math,79,math79_100_1_0.patch,3,121,0
Math,79,math79_100_1_0.patch,4,121,0
Math,79,math79_100_1_0.patch,5,121,0
Math,79,math79_100_1_0.patch,6,121,0
Math,79,math79_100_1_0.patch,7,121,0
Math,79,math79_100_1_0.patch,8,121,0
Math,79,math79_100_1_0.patch,9,122,0
Math,79,math79_100_1_0.patch,10,122,0
Math,79,math79_100_2_0.patch,1,119,0
Math,79,math79_100_2_0.patch,2,121,0
Math,79,math79_100_2_0.patch,3,121,0
Math,79,math79_100_2_0.patch,4,121,0
Math,79,math79_100_2_0.patch,5,121,0
Math,79,math79_100_2_0.patch,6,121,0
Math,79,math79_100_2_0.patch,7,121,0
Math,79,math79_100_2_0.patch,8,121,0
Math,79,math79_100_2_0.patch,9,122,0
Math,79,math79_100_2_0.patch,10,122,0
Math,79,math79_100_3_0.patch,1,119,0
Math,79,math79_100_3_0.patch,2,121,0
Math,79,math79_100_3_0.patch,3,121,0
Math,79,math79_100_3_0.patch,4,121,0
Math,79,math79_100_3_0.patch,5,121,0
Math,79,math79_100_3_0.patch,6,121,0
Math,79,math79_100_3_0.patch,7,121,0
Math,79,math79_100_3_0.patch,8,121,0
Math,79,math79_100_3_0.patch,9,122,0
Math,79,math79_100_3_0.patch,10,122,0
Math,79,math79_100_4_0.patch,1,119,0
Math,79,math79_100_4_0.patch,2,121,0
Math,79,math79_100_4_0.patch,3,121,0
Math,79,math79_100_4_0.patch,4,121,0
Math,79,math79_100_4_0.patch,5,121,0
Math,79,math79_100_4_0.patch,6,121,0
Math,79,math79_100_4_0.patch,7,121,0
Math,79,math79_100_4_0.patch,8,121,0
Math,79,math79_100_4_0.patch,9,122,0
Math,79,math79_100_4_0.patch,10,122,0
Math,79,math79_100_5_0.patch,1,119,0
Math,79,math79_100_5_0.patch,2,121,0
Math,79,math79_100_5_0.patch,3,121,0
Math,79,math79_100_5_0.patch,4,121,0
Math,79,math79_100_5_0.patch,5,121,0
Math,79,math79_100_5_0.patch,6,121,0
Math,79,math79_100_5_0.patch,7,121,0
Math,79,math79_100_5_0.patch,8,121,0
Math,79,math79_100_5_0.patch,9,122,0
Math,79,math79_100_5_0.patch,10,122,0
Math,79,math79_20_1_0.patch,1,119,0
Math,79,math79_20_1_0.patch,2,121,0
Math,79,math79_20_1_0.patch,3,121,0
Math,79,math79_20_1_0.patch,4,121,0
Math,79,math79_20_1_0.patch,5,121,0
Math,79,math79_20_1_0.patch,6,121,0
Math,79,math79_20_1_0.patch,7,121,0
Math,79,math79_20_1_0.patch,8,121,0
Math,79,math79_20_1_0.patch,9,122,0
Math,79,math79_20_1_0.patch,10,122,0
Math,79,math79_20_2_0.patch,1,119,0
Math,79,math79_20_2_0.patch,2,121,0
Math,79,math79_20_2_0.patch,3,121,0
Math,79,math79_20_2_0.patch,4,121,0
Math,79,math79_20_2_0.patch,5,121,0
Math,79,math79_20_2_0.patch,6,121,0
Math,79,math79_20_2_0.patch,7,121,0
Math,79,math79_20_2_0.patch,8,121,0
Math,79,math79_20_2_0.patch,9,122,0
Math,79,math79_20_2_0.patch,10,122,0
Math,79,math79_20_3_0.patch,1,119,0
Math,79,math79_20_3_0.patch,2,121,0
Math,79,math79_20_3_0.patch,3,121,0
Math,79,math79_20_3_0.patch,4,121,0
Math,79,math79_20_3_0.patch,5,121,0
Math,79,math79_20_3_0.patch,6,121,0
Math,79,math79_20_3_0.patch,7,121,0
Math,79,math79_20_3_0.patch,8,121,0
Math,79,math79_20_3_0.patch,9,122,0
Math,79,math79_20_3_0.patch,10,122,0
Math,79,math79_20_4_0.patch,1,119,0
Math,79,math79_20_4_0.patch,2,121,0
Math,79,math79_20_4_0.patch,3,121,0
Math,79,math79_20_4_0.patch,4,121,0
Math,79,math79_20_4_0.patch,5,121,0
Math,79,math79_20_4_0.patch,6,121,0
Math,79,math79_20_4_0.patch,7,121,0
Math,79,math79_20_4_0.patch,8,121,0
Math,79,math79_20_4_0.patch,9,122,0
Math,79,math79_20_4_0.patch,10,122,0
Math,79,math79_20_5_0.patch,1,119,0
Math,79,math79_20_5_0.patch,2,121,0
Math,79,math79_20_5_0.patch,3,121,0
Math,79,math79_20_5_0.patch,4,121,0
Math,79,math79_20_5_0.patch,5,121,0
Math,79,math79_20_5_0.patch,6,121,0
Math,79,math79_20_5_0.patch,7,121,0
Math,79,math79_20_5_0.patch,8,121,0
Math,79,math79_20_5_0.patch,9,122,0
Math,79,math79_20_5_0.patch,10,122,0
Math,79,math79_40_1_0.patch,1,119,0
Math,79,math79_40_1_0.patch,2,121,0
Math,79,math79_40_1_0.patch,3,121,0
Math,79,math79_40_1_0.patch,4,121,0
Math,79,math79_40_1_0.patch,5,121,0
Math,79,math79_40_1_0.patch,6,121,0
Math,79,math79_40_1_0.patch,7,121,0
Math,79,math79_40_1_0.patch,8,121,0
Math,79,math79_40_1_0.patch,9,122,0
Math,79,math79_40_1_0.patch,10,122,0
Math,79,math79_40_2_0.patch,1,119,0
Math,79,math79_40_2_0.patch,2,121,0
Math,79,math79_40_2_0.patch,3,121,0
Math,79,math79_40_2_0.patch,4,121,0
Math,79,math79_40_2_0.patch,5,121,0
Math,79,math79_40_2_0.patch,6,121,0
Math,79,math79_40_2_0.patch,7,121,0
Math,79,math79_40_2_0.patch,8,121,0
Math,79,math79_40_2_0.patch,9,122,0
Math,79,math79_40_2_0.patch,10,122,0
Math,79,math79_40_3_0.patch,1,119,0
Math,79,math79_40_3_0.patch,2,121,0
Math,79,math79_40_3_0.patch,3,121,0
Math,79,math79_40_3_0.patch,4,121,0
Math,79,math79_40_3_0.patch,5,121,0
Math,79,math79_40_3_0.patch,6,121,0
Math,79,math79_40_3_0.patch,7,121,0
Math,79,math79_40_3_0.patch,8,121,0
Math,79,math79_40_3_0.patch,9,122,0
Math,79,math79_40_3_0.patch,10,122,0
Math,79,math79_40_4_0.patch,1,119,0
Math,79,math79_40_4_0.patch,2,121,0
Math,79,math79_40_4_0.patch,3,121,0
Math,79,math79_40_4_0.patch,4,121,0
Math,79,math79_40_4_0.patch,5,121,0
Math,79,math79_40_4_0.patch,6,121,0
Math,79,math79_40_4_0.patch,7,121,0
Math,79,math79_40_4_0.patch,8,121,0
Math,79,math79_40_4_0.patch,9,122,0
Math,79,math79_40_4_0.patch,10,122,0
Math,79,math79_40_5_0.patch,1,119,0
Math,79,math79_40_5_0.patch,2,121,0
Math,79,math79_40_5_0.patch,3,121,0
Math,79,math79_40_5_0.patch,4,121,0
Math,79,math79_40_5_0.patch,5,121,0
Math,79,math79_40_5_0.patch,6,121,0
Math,79,math79_40_5_0.patch,7,121,0
Math,79,math79_40_5_0.patch,8,121,0
Math,79,math79_40_5_0.patch,9,122,0
Math,79,math79_40_5_0.patch,10,122,0
Math,79,math79_60_1_0.patch,1,119,0
Math,79,math79_60_1_0.patch,2,121,0
Math,79,math79_60_1_0.patch,3,121,0
Math,79,math79_60_1_0.patch,4,121,0
Math,79,math79_60_1_0.patch,5,121,0
Math,79,math79_60_1_0.patch,6,121,0
Math,79,math79_60_1_0.patch,7,121,0
Math,79,math79_60_1_0.patch,8,121,0
Math,79,math79_60_1_0.patch,9,122,0
Math,79,math79_60_1_0.patch,10,122,0
Math,79,math79_60_2_0.patch,1,119,0
Math,79,math79_60_2_0.patch,2,121,0
Math,79,math79_60_2_0.patch,3,121,0
Math,79,math79_60_2_0.patch,4,121,0
Math,79,math79_60_2_0.patch,5,121,0
Math,79,math79_60_2_0.patch,6,121,0
Math,79,math79_60_2_0.patch,7,121,0
Math,79,math79_60_2_0.patch,8,121,0
Math,79,math79_60_2_0.patch,9,122,0
Math,79,math79_60_2_0.patch,10,122,0
Math,79,math79_60_3_0.patch,1,119,0
Math,79,math79_60_3_0.patch,2,121,0
Math,79,math79_60_3_0.patch,3,121,0
Math,79,math79_60_3_0.patch,4,121,0
Math,79,math79_60_3_0.patch,5,121,0
Math,79,math79_60_3_0.patch,6,121,0
Math,79,math79_60_3_0.patch,7,121,0
Math,79,math79_60_3_0.patch,8,121,0
Math,79,math79_60_3_0.patch,9,122,0
Math,79,math79_60_3_0.patch,10,122,0
Math,79,math79_60_4_0.patch,1,119,0
Math,79,math79_60_4_0.patch,2,121,0
Math,79,math79_60_4_0.patch,3,121,0
Math,79,math79_60_4_0.patch,4,121,0
Math,79,math79_60_4_0.patch,5,121,0
Math,79,math79_60_4_0.patch,6,121,0
Math,79,math79_60_4_0.patch,7,121,0
Math,79,math79_60_4_0.patch,8,121,0
Math,79,math79_60_4_0.patch,9,122,0
Math,79,math79_60_4_0.patch,10,122,0
Math,79,math79_60_5_0.patch,1,119,0
Math,79,math79_60_5_0.patch,2,121,0
Math,79,math79_60_5_0.patch,3,121,0
Math,79,math79_60_5_0.patch,4,121,0
Math,79,math79_60_5_0.patch,5,121,0
Math,79,math79_60_5_0.patch,6,121,0
Math,79,math79_60_5_0.patch,7,121,0
Math,79,math79_60_5_0.patch,8,121,0
Math,79,math79_60_5_0.patch,9,122,0
Math,79,math79_60_5_0.patch,10,122,0
Math,79,math79_80_1_0.patch,1,119,0
Math,79,math79_80_1_0.patch,2,121,0
Math,79,math79_80_1_0.patch,3,121,0
Math,79,math79_80_1_0.patch,4,121,0
Math,79,math79_80_1_0.patch,5,121,0
Math,79,math79_80_1_0.patch,6,121,0
Math,79,math79_80_1_0.patch,7,121,0
Math,79,math79_80_1_0.patch,8,121,0
Math,79,math79_80_1_0.patch,9,122,0
Math,79,math79_80_1_0.patch,10,122,0
Math,79,math79_80_2_0.patch,1,119,0
Math,79,math79_80_2_0.patch,2,121,0
Math,79,math79_80_2_0.patch,3,121,0
Math,79,math79_80_2_0.patch,4,121,0
Math,79,math79_80_2_0.patch,5,121,0
Math,79,math79_80_2_0.patch,6,121,0
Math,79,math79_80_2_0.patch,7,121,0
Math,79,math79_80_2_0.patch,8,121,0
Math,79,math79_80_2_0.patch,9,122,0
Math,79,math79_80_2_0.patch,10,122,0
Math,79,math79_80_3_0.patch,1,119,0
Math,79,math79_80_3_0.patch,2,121,0
Math,79,math79_80_3_0.patch,3,121,0
Math,79,math79_80_3_0.patch,4,121,0
Math,79,math79_80_3_0.patch,5,121,0
Math,79,math79_80_3_0.patch,6,121,0
Math,79,math79_80_3_0.patch,7,121,0
Math,79,math79_80_3_0.patch,8,121,0
Math,79,math79_80_3_0.patch,9,122,0
Math,79,math79_80_3_0.patch,10,122,0
Math,79,math79_80_4_0.patch,1,119,0
Math,79,math79_80_4_0.patch,2,121,0
Math,79,math79_80_4_0.patch,3,121,0
Math,79,math79_80_4_0.patch,4,121,0
Math,79,math79_80_4_0.patch,5,121,0
Math,79,math79_80_4_0.patch,6,121,0
Math,79,math79_80_4_0.patch,7,121,0
Math,79,math79_80_4_0.patch,8,121,0
Math,79,math79_80_4_0.patch,9,122,0
Math,79,math79_80_4_0.patch,10,122,0
Math,79,math79_80_5_0.patch,1,119,0
Math,79,math79_80_5_0.patch,2,121,0
Math,79,math79_80_5_0.patch,3,121,0
Math,79,math79_80_5_0.patch,4,121,0
Math,79,math79_80_5_0.patch,5,121,0
Math,79,math79_80_5_0.patch,6,121,0
Math,79,math79_80_5_0.patch,7,121,0
Math,79,math79_80_5_0.patch,8,121,0
Math,79,math79_80_5_0.patch,9,122,0
Math,79,math79_80_5_0.patch,10,122,0
Math,80,math80_100_1_0.patch,1,28,0
Math,80,math80_100_1_0.patch,2,27,0
Math,80,math80_100_1_0.patch,3,28,0
Math,80,math80_100_1_0.patch,4,28,0
Math,80,math80_100_1_0.patch,5,25,1
Math,80,math80_100_1_0.patch,6,24,0
Math,80,math80_100_1_0.patch,7,26,3
Math,80,math80_100_1_0.patch,8,24,1
Math,80,math80_100_1_0.patch,9,27,0
Math,80,math80_100_1_0.patch,10,30,0
Math,80,math80_100_2_0.patch,1,28,0
Math,80,math80_100_2_0.patch,2,27,0
Math,80,math80_100_2_0.patch,3,28,0
Math,80,math80_100_2_0.patch,4,28,0
Math,80,math80_100_2_0.patch,5,25,1
Math,80,math80_100_2_0.patch,6,24,0
Math,80,math80_100_2_0.patch,7,26,3
Math,80,math80_100_2_0.patch,8,24,1
Math,80,math80_100_2_0.patch,9,27,0
Math,80,math80_100_2_0.patch,10,30,0
Math,80,math80_100_3_0.patch,1,28,0
Math,80,math80_100_3_0.patch,2,27,0
Math,80,math80_100_3_0.patch,3,28,0
Math,80,math80_100_3_0.patch,4,28,0
Math,80,math80_100_3_0.patch,5,25,1
Math,80,math80_100_3_0.patch,6,24,0
Math,80,math80_100_3_0.patch,7,26,3
Math,80,math80_100_3_0.patch,8,24,1
Math,80,math80_100_3_0.patch,9,27,0
Math,80,math80_100_3_0.patch,10,30,0
Math,80,math80_100_5_0.patch,1,28,0
Math,80,math80_100_5_0.patch,2,27,0
Math,80,math80_100_5_0.patch,3,28,0
Math,80,math80_100_5_0.patch,4,28,0
Math,80,math80_100_5_0.patch,5,25,1
